Channel Title,Channel Username,ID,Message,Date,Media Path
Zemen Express®,@ZemenExpress,6501,"💥💥..........................💥💥
                መልካም በአል
                        

🎯Queen Luxury style #kitchen_expert

❗️⚠️ #ስጋ #ጨጓራ #ሽንኩርት #በሰከንዶች ድቅቅ የሚያደርግ 

👍6L capacity ( 6️⃣🔤)

👍three(3) speed electric meat grinder 
👍Power rating 1800W
👍Detachable parts for easy cleaning
👍Machine cup separation for convenient use
👍Double cover design. After you finish stirring, cover immediately

ዋጋ፦  💲🏷  4700 ብር ✅

♦️ውስን ፍሬ ነው ያለው 🔥🔥🔥

🏢 አድራሻ👉

📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-04-16 04:34:23+00:00,../data/raw/photos\@ZemenExpress_6501.jpg
መነሻዬ,@meneshayeofficial,550,"Frozen fever

ውቧን ፍሮዝን ለልጆችዎ!

👉360 ዲግሪ የምትሽከረከር 
አዝናኝ ሙዚቃ ያላት
👉በህብረቀለማት ያሸበረቀ ማራኪ መብራት ያላት
👉የልጆችን የተግባቦት ክህሎት የሚጨምር
👉ሳይሰላቹ ለረዥም ጊዜ የሚጫወቱበት
👉ልጆች ንቁና ቀልጣፋ እዲሆኑ የሚያግዝ
👉የልጆችን የስሜት ህዋሳት የሚያነቃቃ
👉ለትንንሽ ልጆችዎ ምርጥ ስጦታ መሆን የሚችል
👉ጠናካራና በጥራት የተመረተ

ዋጋ 1800

አድራሻ፦
📍ጉርድ ሾላ ሆሊ ሲቲ ሴንተር 3ኛ ፎቅ
ይምጡ በመነሻዬ የልጅዎን መነሻ ያቅልሉ!

ይደውሉ 0989939393 ወይም 0930323334

Telegram > http://t.me/meneshayeofficial
Tiktok > http://tiktok.com/@meneshayeofficial
Facebook > http://facebook.com/@meneshayeofficial

#robots #dancingrobot
#brand #ልጆች #ድንቅልጆች #Deycare #babytoy #addisabeba #ethiopia #tiktokers #toy #kidstore  #store #educationaltoys #meneshaye
#meneshayestore",2023-08-17 12:52:48+00:00,../data/raw/photos\@meneshayeofficial_550.jpg
NEVA COMPUTER®,@nevacomputer,7977,"🔤🔤🔤🅰️
🔤🔤🔤🔤🔤🔤🔤🔤

#GAMING LAPTOP  ✔️
#student offer 
#europa standard 🗯️
🅑︎🅡︎🅐︎🅝︎🅓︎ : LENOVO 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6 inch 1080 FULL HD 
✨🅒︎🅟︎🅤︎: CORE I7 11TH GEN 
✨🅡︎🅐︎🅜︎:16GB 𝗗𝗗𝗥4 
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512GB SSD
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: IRIS XE GRAPHICS PLUS 2GB NIVIDIA MX GRAPHICS 
✨🅞︎🅢︎:𝘄𝗶𝗻𝗱𝗼𝘄𝘀 11 pro 22H2 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 6hr plus 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎: A+  
Price 
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

     🔠🔠🔠🅰️ 🔠🔠🔠🔠🔠🔠🔠🔠",2023-10-11 16:40:07+00:00,../data/raw/photos\@nevacomputer_7977.jpg
መነሻዬ,@meneshayeofficial,283,"Magnetic Tiles - Starshine 

ውብ ዲዛይኖች በባለ ማግኔት ብሎኮች!

👉60 መለማመጃዎች ያሉት
👉የተለያዩ 3D ሞዴሎችን መስራት የሚችሉበት
👉የሚያያዙት በማግኔት በመሆኑ ለመገጣጠምና ለመስራት ቀላል
👉የተለያዩ ዲዛይኖችን የሚያሳይ ማኑዋል ያለው
👉ቀለማትና ቅርፆችችን መለየት የሚችሉበት
👉ምርጥ ስጦታ መሆን የሚችል
👉አትኩሮትንና ፅናትን የሚለማመዱበት
👉በራስ መተማመንን የሚያዳብር
👉ምናባዊ አቅምንና ፈጠራን የሚያጎለብት
👉ዘና ለማለትና የመጨናነቅ ስሜትን ለመቀነስ የሚረዳ
የእጅና የአይን ቅንጅትን የሚያዳብር

ዋጋ 3300

አድራሻ፦
📍ጉርድ ሾላ ሆሊ ሲቲ ሴንተር 3ኛ ፎቅ
ይምጡ በመነሻዬ የልጅዎን መነሻ ያቅልሉ!

ይደውሉ 0989939393 ወይም 0930323334

Telegram > http://t.me/meneshayeofficial
Tiktok > http://tiktok.com/@meneshayeofficial
Facebook > http://facebook.com/@meneshayeofficial

#magnetic #3D #creativity #imagination #concentration #gift   #entertain #toy #kid #store #educationaltoys #meneshaye
#meneshayestore",2023-07-20 13:21:57+00:00,../data/raw/photos\@meneshayeofficial_283.jpg
ልዩ እቃ,@Leyueqa,6636,"🔠🔠🔠🔠🔠🔠🔠🔠🔠flame lessCandles

📈Realistic Flameless Flicker
📈Safe & No Flame 
📈Battery-Powered
📈Relax & Enjoy Light Show


      ዋጋ 6pcs 900ብር✔️
            12 pcs 1300✔️ 
             24 pcs 2000✔️

🚴🛵 ያሉበት ድረስ  በነፃ እናደርሳለን።

በተጨማሪ #ከ_1000_ብር በላይ የሆኑ
#ሁለት_ዕቃዎች በአንድዲሊቨሪ ግዜ  ሲያዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
            0933334444 @LeMazez_z
            0946242424 @Le_Mazez
            0944109295 @Lemaze_z",2025-01-30 06:31:01+00:00,../data/raw/photos\@Leyueqa_6636.jpg
መነሻዬ,@meneshayeofficial,790,"በባለ ጆይስቲኩ መነሻዬ ታብሌት እየተጫወቱ
ልጆች በክረምቱ ይደሰቱ!!

#መነሻዬ_ታብሌት_ጥቅል 

👉ወላጆች የልጆቻቸውን የታብሌት አጠቃቀም መቆጣጠር የሚያስችላቸው ሶፍትዌር ከነአጠቃቀም መመሪያ ጋር ያለው 
👉 ዘመንኛው አንድሮይድ 12 ሲስተምን የሚጠቀም
👉10.1 ኢንች ስፋት ያለው ጠንካራ ስክሪን
👉64GB ROM  እና  4GB  RAM የሆነ
👉6000mah ፈጣን ቻርጀር እና ምርጥ ኤርፎንን አካቶ የያዘ

👉72 የመለማመጃና የጨዋታ ካርዶችን እና 2 መፃፊያዎችን ያካተተ
👉 በሁለቱም በኩል መፃፍ የሚያስችል የፅሁፍ መለማመጃ ቦርድ እና 5 መፃፊያ ቀለሞች ያለው 
👉 2 የመጫወቻ ጆይስቲኮች ያለው
👉አስደናቂ የምስል ጥራትና ኩልል ያለ ድምፅ ያለው
👉ውብና ጠንካራ ሽፋን ስላለው ለአይን ማራኪ ደህንነቱም አስተማማኝ
👉ሽፋኑን ከፈለጉ የሚያወጡት
👉ልጆች ከቦታ ቦታ ሲያንቀሳቅሱት እንዲመች ማንጠልጠያ ያለው

   አድራሻ ፦
1 .ጉርድ ሾላ ሆሊ ሲቲ ሴንተር 3ኛ ፎቅ
2 . ፒያሳ ካንትሪ ታወር 2ኛ ፎቅ፤
3 . ጀሞ ደሊና ህንፃ ምድር ላይ
(ውልና ማስረጃ ያለበት ህንፃ)
4 . ገርጂ መብራት ሃይል
      ፋውንቴን ህንፃ 1ኛ ፎቅ

ይደውሉ 0989939393 ወይም 0930323334
Telegram > http://t.me/meneshayeofficial
Tiktok > http://tiktok.com/@meneshayeofficial
Facebook > http://facebook.com/@meneshayeofficial

  #Tablet #Meneshaye_Tablet #kids_tablet #uniqe_tablet #latest_version_kids_tablet #iwawa #paternal_control  #kids_store #shewit #educationaltoys #meneshaye #meneshayestore",2024-08-03 08:02:55+00:00,../data/raw/photos\@meneshayeofficial_790.jpg
Fashion tera,@Fashiontera,3293,"NIKE RUN SWIFT
Made in  Vietnam 
Size 42,43
Price 2500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    ♦️ ፋሽን ተራ /Fashion Tera♦️
          〰〰〰〰〰〰〰〰
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰〰〰〰〰",2023-02-28 19:48:06+00:00,
መነሻዬ,@meneshayeofficial,342,"RC vehicle stunt motor cycle

ቻርጅ የሚደረግ ባለሪሞት ሞተር ሳይክል ከነሞተረኛው!

👉በልዩ ሁኔታ የተሰራ የስፖንጅ ጎማ ያለው
በሪሞት ሞተረኛውን የተለያዩ እንቅስቃሴዎችን እንዲያደርግ የሚያስችል
👉ጥንካሬው አስተማማኝና በቀላሉ የማይሰበር
👉በፈለጉት መጠን ፍጥነቱን መቆጣጠር የሚያስችል
👉ሪሞቱ በረዥም ርቀት ውስጥ መጠቀም የሚያስችል
👉ለነገሮች ጥንቃቄ ስማድረግና ሀላፊነት መውሰድን ይማሩበታል
👉እንቅስቃሴ እንዲያደርጉና ከስክሪን ውጭ ጊዜ እንዲያሳልፉ ያደርጋቸዋል
👉ምናባዊ አቅማቸውንና የፈጠራ ክህሎታቸውን ያሳድጋል
👉የልጆችን ማህበራዊ ግንኙነት ያጠናክራል

ዋጋ 3500

አድራሻ፦
📍ጉርድ ሾላ ሆሊ ሲቲ ሴንተር 3ኛ ፎቅ
ይምጡ በመነሻዬ የልጅዎን መነሻ ያቅልሉ!

ይደውሉ 0989939393 ወይም 0930323334

Telegram > http://t.me/meneshayeofficial
Tiktok > http://tiktok.com/@meneshayeofficial
Facebook > http://facebook.com/@meneshayeofficial

#car #Remotecontrolcar #RC #crtivity #socialablity #quality #gift   #entertain #toy #kid #daycare #store #educationaltoys #meneshaye
#meneshayestore",2023-07-25 11:15:45+00:00,../data/raw/photos\@meneshayeofficial_342.jpg
ልዩ እቃ,@Leyueqa,7467,"⚠️⚠️⚠️ዘይት የማያባክን oil Spray Bottle

👉Elegant oil sprayer perfect for cooking, baking, grilling, or salad making
👉A perfect kitchen gadget that will help you eat healthier, using less oil
👉Designed to distribute the oil evenly on whichever dish you are using it on

       ዋጋ💵፦✔️ 850ብር

በተጨማሪ #ከ_1000_ብር በላይ የሆኑ
#ሁለት_ዕቃዎች በአንድዲሊቨሪ ግዜ  ሲያዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
       
   0933334444 @LeMazez_z
   0944109295 @Lemaze_z
   0946242424 @Le_Mazez
   #አድራሻ🔘🔘
⭕️ቁጥር 1 ልደታ ወደ ባልቻ ሆስፒታል ገባ ብሎ  አህመድ ህንፃ ላይ 1ኛፎቅ 105B
⭕️ቁጥር 2 __ 22 አውራሪስ ሆቴል አጠገብ  በፀጋ ህንፃ 3ኛ ፎ ቅ ከ ሊፍቱ  በ ግራ የሱቅ ቁጥር👌 C10 
ይደዉሉልን👆",2025-05-24 10:03:45+00:00,
መነሻዬ,@meneshayeofficial,730,"Crystal Mud 

ልጆችዎ ቤት በማያበላሽ ጭቃ ይጫወቱ!

👉በተለያየ የቀለም አማራጭ የቀረቡ
👉ልጆች የሚፈልጉትን አይነት ዲዛይን ሊሰሩ የሚችሉበት
👉ለስላሳና ለአሰራር ምቹ
👉ምንም አይነት ተጨማሪ ማጣበቂያም ሆነ ማቡኪያ ውሃ የማይፈልግ
👉ልብስም ሆነ ቤትን የማያቆሽሽ
👉ለልጆች ደህንነት ተስማሚ ሆኖ የተዘጋጀ

👉ልጆች የእጆቻቸውንና የጣቶቻቸውን ጥንካሬ ያዳብሩበታል
👉ምናባዊ አቅማቸውንና ችግሮችን የመፍታት ክህሎትን ያዳብሩበታል
👉ለነገሮች ትኩረት መስጠትን ይለማመዱበታል
👉በራስ መተማመናቸውን ያጎለብቱበታል

ዋጋው 600

ይደውሉ 0989939393 ወይም 0930323334

Telegram > http://t.me/meneshayeofficial
Tiktok > http://tiktok.com/@meneshayeofficial
Facebook > http://facebook.com/@meneshayeofficial
አድራሻ፦
📍 ጉርድ ሾላ ሆሊ ሲቲ ሴንተር 3ኛ ፎቅ
የልጅዎን መነሻ ያቅልሉ!
#superdough  #toy #kid #store   #confidence #concentration #quality #imagination #problemsolving #educationaltoys #meneshaye",2024-02-13 07:33:14+00:00,../data/raw/photos\@meneshayeofficial_730.jpg
Zemen Express®,@ZemenExpress,6981,"💥💥...................................💥💥

📌 Baby Carrier

👍በፈለጉት አቅጣጫ ልጅዎን  በምቾት ማዘል ያስችልዎታል

ዋጋ፦  💲🏷  2400 ብር

📍ውስን ፍሬ ነው ያለን🔥🔥🔥

🏢 አድራሻ👉

📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-06-16 12:21:00+00:00,
መነሻዬ,@meneshayeofficial,360,"Aero space satelite

የስፔስ ሳተላይት በሚገጣጠም ብሎክ 

👉105 መለማመጃዎች ያሉት
👉ከተገጣጠመ በኃላ 113.4cm ርዝማኔ ያለው
👉ስለ ሳተላይት አሰራር ግንዛቤን የሚያገኙበት
👉ገጣጥመው ሲጨርሱ እየተጫወቱ አሪፍ ጊዜን የሚያሳልፉበት
👉አሰራሩን በዝርዝር የሚያሳይ ማኑዋል ያለው
👉ከአንድ ጊዜ በላይ ደጋግመው የሚሰሩበት
👉የሜካኒካል ምህንድስና እውቀትን የሚያዳብር

👉አትኩሮትንና ፅናትን የሚለማመዱበት
👉የፈጠራ ክህሎታቸውን የሚጨምር
👉በራስ መተማመንን የሚያዳብር
👉ምናባዊ አቅምንና  የሚያጎለብት
👉ዘና ለማለትና የመጨናነቅ ስሜትን ለመቀነስ የሚረዳ
👉የእጅና የአይን ቅንጅታቸውን የሚያዳብር

ዋጋ 400

አድራሻ፦
📍ጉርድ ሾላ ሆሊ ሲቲ ሴንተር 3ኛ ፎቅ
ይምጡ በመነሻዬ የልጅዎን መነሻ ያቅልሉ!

ይደውሉ 0989939393 ወይም 0930323334

Telegram > http://t.me/meneshayeofficial
Tiktok > http://tiktok.com/@meneshayeofficial
Facebook > http://facebook.com/@meneshayeofficial

#Buildingblock #Buildindtoys #virtualworldsforkids #Kidstoysonline #primaryschooltoys #Creativity  #quality #gift   #entertain #toy #kid #store #educationaltoys #meneshaye
#meneshayestore",2023-07-26 09:04:30+00:00,../data/raw/photos\@meneshayeofficial_360.jpg
